,,,,,,,,Time,ToF,Prox,Pitch,Roll,Yaw
"(128823699, 250, 7, -3.0204732418060303, 10.14107608795166, 329.0738525390625)","128823699, 250, 7, -3.0204732418060303, 10.14107608795166, 329.0738525390625)"," 250, 7, -3.0204732418060303, 10.14107608795166, 329.0738525390625)"," 7, -3.0204732418060303, 10.14107608795166, 329.0738525390625)"," -3.0204732418060303, 10.14107608795166, 329.0738525390625)"," 10.14107608795166, 329.0738525390625)", 329.0738525390625),,128823699, 250, 7, -3.0204732418060303, 10.14107608795166, 329.0738525390625
"(128907010, 249, 7, -3.027747869491577, 10.086828231811523, 328.9301452636719)","128907010, 249, 7, -3.027747869491577, 10.086828231811523, 328.9301452636719)"," 249, 7, -3.027747869491577, 10.086828231811523, 328.9301452636719)"," 7, -3.027747869491577, 10.086828231811523, 328.9301452636719)"," -3.027747869491577, 10.086828231811523, 328.9301452636719)"," 10.086828231811523, 328.9301452636719)", 328.9301452636719),,128907010, 249, 7, -3.027747869491577, 10.086828231811523, 328.9301452636719
"(128990299, 249, 7, -3.048663377761841, 10.02306842803955, 329.2709045410156)","128990299, 249, 7, -3.048663377761841, 10.02306842803955, 329.2709045410156)"," 249, 7, -3.048663377761841, 10.02306842803955, 329.2709045410156)"," 7, -3.048663377761841, 10.02306842803955, 329.2709045410156)"," -3.048663377761841, 10.02306842803955, 329.2709045410156)"," 10.02306842803955, 329.2709045410156)", 329.2709045410156),,128990299, 249, 7, -3.048663377761841, 10.02306842803955, 329.2709045410156
"(129073601, 250, 7, -3.0763325691223145, 9.955547332763672, 329.4762878417969)","129073601, 250, 7, -3.0763325691223145, 9.955547332763672, 329.4762878417969)"," 250, 7, -3.0763325691223145, 9.955547332763672, 329.4762878417969)"," 7, -3.0763325691223145, 9.955547332763672, 329.4762878417969)"," -3.0763325691223145, 9.955547332763672, 329.4762878417969)"," 9.955547332763672, 329.4762878417969)", 329.4762878417969),,129073601, 250, 7, -3.0763325691223145, 9.955547332763672, 329.4762878417969
"(129156776, 250, 7, -3.103907346725464, 9.993109703063965, 329.5855407714844)","129156776, 250, 7, -3.103907346725464, 9.993109703063965, 329.5855407714844)"," 250, 7, -3.103907346725464, 9.993109703063965, 329.5855407714844)"," 7, -3.103907346725464, 9.993109703063965, 329.5855407714844)"," -3.103907346725464, 9.993109703063965, 329.5855407714844)"," 9.993109703063965, 329.5855407714844)", 329.5855407714844),,129156776, 250, 7, -3.103907346725464, 9.993109703063965, 329.5855407714844
"(129240037, 249, 7, -3.131899833679199, 10.063346862792969, 329.4464416503906)","129240037, 249, 7, -3.131899833679199, 10.063346862792969, 329.4464416503906)"," 249, 7, -3.131899833679199, 10.063346862792969, 329.4464416503906)"," 7, -3.131899833679199, 10.063346862792969, 329.4464416503906)"," -3.131899833679199, 10.063346862792969, 329.4464416503906)"," 10.063346862792969, 329.4464416503906)", 329.4464416503906),,129240037, 249, 7, -3.131899833679199, 10.063346862792969, 329.4464416503906
"(129323337, 248, 7, -3.140169382095337, 10.099638938903809, 329.7293701171875)","129323337, 248, 7, -3.140169382095337, 10.099638938903809, 329.7293701171875)"," 248, 7, -3.140169382095337, 10.099638938903809, 329.7293701171875)"," 7, -3.140169382095337, 10.099638938903809, 329.7293701171875)"," -3.140169382095337, 10.099638938903809, 329.7293701171875)"," 10.099638938903809, 329.7293701171875)", 329.7293701171875),,129323337, 248, 7, -3.140169382095337, 10.099638938903809, 329.7293701171875
"(129406639, 251, 7, -3.13203763961792, 10.053606986999512, 329.90740966796875)","129406639, 251, 7, -3.13203763961792, 10.053606986999512, 329.90740966796875)"," 251, 7, -3.13203763961792, 10.053606986999512, 329.90740966796875)"," 7, -3.13203763961792, 10.053606986999512, 329.90740966796875)"," -3.13203763961792, 10.053606986999512, 329.90740966796875)"," 10.053606986999512, 329.90740966796875)", 329.90740966796875),,129406639, 251, 7, -3.13203763961792, 10.053606986999512, 329.90740966796875
"(129489938, 251, 7, -3.146671772003174, 10.06447982788086, 329.8450927734375)","129489938, 251, 7, -3.146671772003174, 10.06447982788086, 329.8450927734375)"," 251, 7, -3.146671772003174, 10.06447982788086, 329.8450927734375)"," 7, -3.146671772003174, 10.06447982788086, 329.8450927734375)"," -3.146671772003174, 10.06447982788086, 329.8450927734375)"," 10.06447982788086, 329.8450927734375)", 329.8450927734375),,129489938, 251, 7, -3.146671772003174, 10.06447982788086, 329.8450927734375
"(129580097, 249, 7, -3.4066312313079834, 10.29464054107666, 329.9895935058594)","129580097, 249, 7, -3.4066312313079834, 10.29464054107666, 329.9895935058594)"," 249, 7, -3.4066312313079834, 10.29464054107666, 329.9895935058594)"," 7, -3.4066312313079834, 10.29464054107666, 329.9895935058594)"," -3.4066312313079834, 10.29464054107666, 329.9895935058594)"," 10.29464054107666, 329.9895935058594)", 329.9895935058594),,129580097, 249, 7, -3.4066312313079834, 10.29464054107666, 329.9895935058594
"(129663387, 247, 7, -3.315372943878174, 10.219950675964355, 330.1072082519531)","129663387, 247, 7, -3.315372943878174, 10.219950675964355, 330.1072082519531)"," 247, 7, -3.315372943878174, 10.219950675964355, 330.1072082519531)"," 7, -3.315372943878174, 10.219950675964355, 330.1072082519531)"," -3.315372943878174, 10.219950675964355, 330.1072082519531)"," 10.219950675964355, 330.1072082519531)", 330.1072082519531),,129663387, 247, 7, -3.315372943878174, 10.219950675964355, 330.1072082519531
"(129746685, 249, 7, -3.233809471130371, 10.16632080078125, 329.8312683105469)","129746685, 249, 7, -3.233809471130371, 10.16632080078125, 329.8312683105469)"," 249, 7, -3.233809471130371, 10.16632080078125, 329.8312683105469)"," 7, -3.233809471130371, 10.16632080078125, 329.8312683105469)"," -3.233809471130371, 10.16632080078125, 329.8312683105469)"," 10.16632080078125, 329.8312683105469)", 329.8312683105469),,129746685, 249, 7, -3.233809471130371, 10.16632080078125, 329.8312683105469
"(129829985, 248, 7, -3.2158970832824707, 10.158649444580078, 329.853515625)","129829985, 248, 7, -3.2158970832824707, 10.158649444580078, 329.853515625)"," 248, 7, -3.2158970832824707, 10.158649444580078, 329.853515625)"," 7, -3.2158970832824707, 10.158649444580078, 329.853515625)"," -3.2158970832824707, 10.158649444580078, 329.853515625)"," 10.158649444580078, 329.853515625)", 329.853515625),,129829985, 248, 7, -3.2158970832824707, 10.158649444580078, 329.853515625
"(129913251, 249, 7, -3.2055678367614746, 10.12785530090332, 329.7002868652344)","129913251, 249, 7, -3.2055678367614746, 10.12785530090332, 329.7002868652344)"," 249, 7, -3.2055678367614746, 10.12785530090332, 329.7002868652344)"," 7, -3.2055678367614746, 10.12785530090332, 329.7002868652344)"," -3.2055678367614746, 10.12785530090332, 329.7002868652344)"," 10.12785530090332, 329.7002868652344)", 329.7002868652344),,129913251, 249, 7, -3.2055678367614746, 10.12785530090332, 329.7002868652344
"(129996592, 248, 7, -3.1813743114471436, 10.085883140563965, 329.57440185546875)","129996592, 248, 7, -3.1813743114471436, 10.085883140563965, 329.57440185546875)"," 248, 7, -3.1813743114471436, 10.085883140563965, 329.57440185546875)"," 7, -3.1813743114471436, 10.085883140563965, 329.57440185546875)"," -3.1813743114471436, 10.085883140563965, 329.57440185546875)"," 10.085883140563965, 329.57440185546875)", 329.57440185546875),,129996592, 248, 7, -3.1813743114471436, 10.085883140563965, 329.57440185546875
"(130079892, 250, 7, -3.1805665493011475, 10.025507926940918, 329.6856689453125)","130079892, 250, 7, -3.1805665493011475, 10.025507926940918, 329.6856689453125)"," 250, 7, -3.1805665493011475, 10.025507926940918, 329.6856689453125)"," 7, -3.1805665493011475, 10.025507926940918, 329.6856689453125)"," -3.1805665493011475, 10.025507926940918, 329.6856689453125)"," 10.025507926940918, 329.6856689453125)", 329.6856689453125),,130079892, 250, 7, -3.1805665493011475, 10.025507926940918, 329.6856689453125
"(130163185, 249, 7, -3.1916332244873047, 9.957416534423828, 329.5546875)","130163185, 249, 7, -3.1916332244873047, 9.957416534423828, 329.5546875)"," 249, 7, -3.1916332244873047, 9.957416534423828, 329.5546875)"," 7, -3.1916332244873047, 9.957416534423828, 329.5546875)"," -3.1916332244873047, 9.957416534423828, 329.5546875)"," 9.957416534423828, 329.5546875)", 329.5546875),,130163185, 249, 7, -3.1916332244873047, 9.957416534423828, 329.5546875
"(130246407, 251, 7, -3.2152624130249023, 9.918492317199707, 330.19366455078125)","130246407, 251, 7, -3.2152624130249023, 9.918492317199707, 330.19366455078125)"," 251, 7, -3.2152624130249023, 9.918492317199707, 330.19366455078125)"," 7, -3.2152624130249023, 9.918492317199707, 330.19366455078125)"," -3.2152624130249023, 9.918492317199707, 330.19366455078125)"," 9.918492317199707, 330.19366455078125)", 330.19366455078125),,130246407, 251, 7, -3.2152624130249023, 9.918492317199707, 330.19366455078125
"(130329620, 246, 7, -3.235279083251953, 9.876386642456055, 330.2273254394531)","130329620, 246, 7, -3.235279083251953, 9.876386642456055, 330.2273254394531)"," 246, 7, -3.235279083251953, 9.876386642456055, 330.2273254394531)"," 7, -3.235279083251953, 9.876386642456055, 330.2273254394531)"," -3.235279083251953, 9.876386642456055, 330.2273254394531)"," 9.876386642456055, 330.2273254394531)", 330.2273254394531),,130329620, 246, 7, -3.235279083251953, 9.876386642456055, 330.2273254394531
"(130412786, 248, 8, -3.2414495944976807, 9.921592712402344, 330.57220458984375)","130412786, 248, 8, -3.2414495944976807, 9.921592712402344, 330.57220458984375)"," 248, 8, -3.2414495944976807, 9.921592712402344, 330.57220458984375)"," 8, -3.2414495944976807, 9.921592712402344, 330.57220458984375)"," -3.2414495944976807, 9.921592712402344, 330.57220458984375)"," 9.921592712402344, 330.57220458984375)", 330.57220458984375),,130412786, 248, 8, -3.2414495944976807, 9.921592712402344, 330.57220458984375
"(130495998, 250, 7, -3.228144407272339, 9.924468040466309, 330.5290222167969)","130495998, 250, 7, -3.228144407272339, 9.924468040466309, 330.5290222167969)"," 250, 7, -3.228144407272339, 9.924468040466309, 330.5290222167969)"," 7, -3.228144407272339, 9.924468040466309, 330.5290222167969)"," -3.228144407272339, 9.924468040466309, 330.5290222167969)"," 9.924468040466309, 330.5290222167969)", 330.5290222167969),,130495998, 250, 7, -3.228144407272339, 9.924468040466309, 330.5290222167969
"(130579259, 249, 7, -3.225247859954834, 9.924664497375488, 330.429931640625)","130579259, 249, 7, -3.225247859954834, 9.924664497375488, 330.429931640625)"," 249, 7, -3.225247859954834, 9.924664497375488, 330.429931640625)"," 7, -3.225247859954834, 9.924664497375488, 330.429931640625)"," -3.225247859954834, 9.924664497375488, 330.429931640625)"," 9.924664497375488, 330.429931640625)", 330.429931640625),,130579259, 249, 7, -3.225247859954834, 9.924664497375488, 330.429931640625
"(130662426, 250, 7, -3.2533531188964844, 9.94072151184082, 330.3403625488281)","130662426, 250, 7, -3.2533531188964844, 9.94072151184082, 330.3403625488281)"," 250, 7, -3.2533531188964844, 9.94072151184082, 330.3403625488281)"," 7, -3.2533531188964844, 9.94072151184082, 330.3403625488281)"," -3.2533531188964844, 9.94072151184082, 330.3403625488281)"," 9.94072151184082, 330.3403625488281)", 330.3403625488281),,130662426, 250, 7, -3.2533531188964844, 9.94072151184082, 330.3403625488281
"(130745677, 248, 7, -3.2857396602630615, 9.943151473999023, 330.3340148925781)","130745677, 248, 7, -3.2857396602630615, 9.943151473999023, 330.3340148925781)"," 248, 7, -3.2857396602630615, 9.943151473999023, 330.3340148925781)"," 7, -3.2857396602630615, 9.943151473999023, 330.3340148925781)"," -3.2857396602630615, 9.943151473999023, 330.3340148925781)"," 9.943151473999023, 330.3340148925781)", 330.3340148925781),,130745677, 248, 7, -3.2857396602630615, 9.943151473999023, 330.3340148925781
"(130828899, 247, 7, -3.3486645221710205, 9.971299171447754, 330.4464416503906)","130828899, 247, 7, -3.3486645221710205, 9.971299171447754, 330.4464416503906)"," 247, 7, -3.3486645221710205, 9.971299171447754, 330.4464416503906)"," 7, -3.3486645221710205, 9.971299171447754, 330.4464416503906)"," -3.3486645221710205, 9.971299171447754, 330.4464416503906)"," 9.971299171447754, 330.4464416503906)", 330.4464416503906),,130828899, 247, 7, -3.3486645221710205, 9.971299171447754, 330.4464416503906
"(130912099, 248, 8, -3.3958120346069336, 9.979954719543457, 330.7043151855469)","130912099, 248, 8, -3.3958120346069336, 9.979954719543457, 330.7043151855469)"," 248, 8, -3.3958120346069336, 9.979954719543457, 330.7043151855469)"," 8, -3.3958120346069336, 9.979954719543457, 330.7043151855469)"," -3.3958120346069336, 9.979954719543457, 330.7043151855469)"," 9.979954719543457, 330.7043151855469)", 330.7043151855469),,130912099, 248, 8, -3.3958120346069336, 9.979954719543457, 330.7043151855469
"(130995325, 248, 7, -3.453456163406372, 9.964212417602539, 330.8103942871094)","130995325, 248, 7, -3.453456163406372, 9.964212417602539, 330.8103942871094)"," 248, 7, -3.453456163406372, 9.964212417602539, 330.8103942871094)"," 7, -3.453456163406372, 9.964212417602539, 330.8103942871094)"," -3.453456163406372, 9.964212417602539, 330.8103942871094)"," 9.964212417602539, 330.8103942871094)", 330.8103942871094),,130995325, 248, 7, -3.453456163406372, 9.964212417602539, 330.8103942871094
"(131078546, 249, 7, -3.4795093536376953, 9.904621124267578, 330.5683898925781)","131078546, 249, 7, -3.4795093536376953, 9.904621124267578, 330.5683898925781)"," 249, 7, -3.4795093536376953, 9.904621124267578, 330.5683898925781)"," 7, -3.4795093536376953, 9.904621124267578, 330.5683898925781)"," -3.4795093536376953, 9.904621124267578, 330.5683898925781)"," 9.904621124267578, 330.5683898925781)", 330.5683898925781),,131078546, 249, 7, -3.4795093536376953, 9.904621124267578, 330.5683898925781
"(131161750, 248, 7, -3.495591402053833, 9.878825187683105, 330.84783935546875)","131161750, 248, 7, -3.495591402053833, 9.878825187683105, 330.84783935546875)"," 248, 7, -3.495591402053833, 9.878825187683105, 330.84783935546875)"," 7, -3.495591402053833, 9.878825187683105, 330.84783935546875)"," -3.495591402053833, 9.878825187683105, 330.84783935546875)"," 9.878825187683105, 330.84783935546875)", 330.84783935546875),,131161750, 248, 7, -3.495591402053833, 9.878825187683105, 330.84783935546875
"(131244965, 248, 7, -3.4807615280151367, 9.858918190002441, 330.6801452636719)","131244965, 248, 7, -3.4807615280151367, 9.858918190002441, 330.6801452636719)"," 248, 7, -3.4807615280151367, 9.858918190002441, 330.6801452636719)"," 7, -3.4807615280151367, 9.858918190002441, 330.6801452636719)"," -3.4807615280151367, 9.858918190002441, 330.6801452636719)"," 9.858918190002441, 330.6801452636719)", 330.6801452636719),,131244965, 248, 7, -3.4807615280151367, 9.858918190002441, 330.6801452636719
"(131328187, 250, 7, -3.4492287635803223, 9.912210464477539, 330.6058349609375)","131328187, 250, 7, -3.4492287635803223, 9.912210464477539, 330.6058349609375)"," 250, 7, -3.4492287635803223, 9.912210464477539, 330.6058349609375)"," 7, -3.4492287635803223, 9.912210464477539, 330.6058349609375)"," -3.4492287635803223, 9.912210464477539, 330.6058349609375)"," 9.912210464477539, 330.6058349609375)", 330.6058349609375),,131328187, 250, 7, -3.4492287635803223, 9.912210464477539, 330.6058349609375
"(131411396, 248, 7, -3.4307453632354736, 9.98457145690918, 330.8941955566406)","131411396, 248, 7, -3.4307453632354736, 9.98457145690918, 330.8941955566406)"," 248, 7, -3.4307453632354736, 9.98457145690918, 330.8941955566406)"," 7, -3.4307453632354736, 9.98457145690918, 330.8941955566406)"," -3.4307453632354736, 9.98457145690918, 330.8941955566406)"," 9.98457145690918, 330.8941955566406)", 330.8941955566406),,131411396, 248, 7, -3.4307453632354736, 9.98457145690918, 330.8941955566406
"(131501469, 248, 7, -3.7054858207702637, 10.28528118133545, 331.0928649902344)","131501469, 248, 7, -3.7054858207702637, 10.28528118133545, 331.0928649902344)"," 248, 7, -3.7054858207702637, 10.28528118133545, 331.0928649902344)"," 7, -3.7054858207702637, 10.28528118133545, 331.0928649902344)"," -3.7054858207702637, 10.28528118133545, 331.0928649902344)"," 10.28528118133545, 331.0928649902344)", 331.0928649902344),,131501469, 248, 7, -3.7054858207702637, 10.28528118133545, 331.0928649902344
"(131584763, 248, 7, -3.575666666030884, 10.287802696228027, 331.1596374511719)","131584763, 248, 7, -3.575666666030884, 10.287802696228027, 331.1596374511719)"," 248, 7, -3.575666666030884, 10.287802696228027, 331.1596374511719)"," 7, -3.575666666030884, 10.287802696228027, 331.1596374511719)"," -3.575666666030884, 10.287802696228027, 331.1596374511719)"," 10.287802696228027, 331.1596374511719)", 331.1596374511719),,131584763, 248, 7, -3.575666666030884, 10.287802696228027, 331.1596374511719
